ONIVA06G06600.1.faa	-	-	ONIVA06G06600.1	
ONIVA06G06610.1.faa	-	-	ONIVA06G06610.1	
ONIVA06G06620.1.faa	-	-	ONIVA06G06620.1	
ONIVA06G06580.1.faa	-	-	ONIVA06G06580.1	
ONIVA06G06550.1.faa	-	-	ONIVA06G06550.1	
ONIVA06G06510.1.faa	-	-	ONIVA06G06510.1	
ONIVA06G06470.1.faa	-	-	ONIVA06G06470.1	
ONIVA06G06450.1.faa	-	-	ONIVA06G06450.1	
BGIOSGA025373-PA.faa	-	BGIOSGA025373-PA	ONIVA06G06420.1	
BGIOSGA025375-PA.faa	-	BGIOSGA025375-PA	ONIVA06G06400.1	
ONIVA06G06380.1.faa	-	-	ONIVA06G06380.1	
ONIVA06G06350.1.faa	-	-	ONIVA06G06350.1	
ONIVA06G05080.1.faa	-	-	ONIVA06G05080.1	
BGIOSGA005647-PA.faa	-	BGIOSGA005647-PA	ONIVA06G04990.2	
ONIVA06G04940.1.faa	-	-	ONIVA06G04940.1	
BGIOSGA005639-PA.faa	-	BGIOSGA005639-PA	ONIVA06G04900.1	
BGIOSGA005638-PA.faa	-	BGIOSGA005638-PA	ONIVA06G04880.1	
ONIVA06G04850.1.faa	-	-	ONIVA06G04850.1	
BGIOSGA009037-PA.faa	-	BGIOSGA009037-PA	ONIVA06G04820.1	
ONIVA06G04770.1.faa	-	-	ONIVA06G04770.1	
ONIVA06G04730.2.faa	-	-	ONIVA06G04730.2	
BGIOSGA005630-PA.faa	-	BGIOSGA005630-PA	ONIVA06G04700.1	
ONIVA06G04680.1.faa	-	-	ONIVA06G04680.1	
ONIVA06G04650.1.faa	-	-	ONIVA06G04650.1	
BGIOSGA009048-PA.faa	-	BGIOSGA009048-PA	ONIVA06G04610.1	
ONIVA06G04590.1.faa	-	-	ONIVA06G04590.1	
ONIVA06G04540.1.faa	-	-	ONIVA06G04540.1	
ONIVA06G04490.1.faa	-	-	ONIVA06G04490.1	
ONIVA06G04460.1.faa	-	-	ONIVA06G04460.1	
ONIVA06G04430.1.faa	-	-	ONIVA06G04430.1	
BGIOSGA005617-PA.faa	-	BGIOSGA005617-PA	ONIVA06G04410.1	
BGIOSGA009059-PA.faa	-	BGIOSGA009059-PA	ONIVA06G04360.1	
BGIOSGA009062-PA.faa	-	BGIOSGA009062-PA	ONIVA06G04320.1	
ONIVA06G04290.1.faa	-	-	ONIVA06G04290.1	
BGIOSGA014579-PA.faa	-	BGIOSGA014579-PA	ONIVA06G04050.1	
ONIVA06G04060.1.faa	-	-	ONIVA06G04060.1	
ONIVA06G04070.1.faa	-	-	ONIVA06G04070.1	
BGIOSGA022341-PA.faa	-	BGIOSGA022341-PA	ONIVA06G04080.1	
BGIOSGA021880-PA.faa	-	BGIOSGA021880-PA	ONIVA06G04090.1	
BGIOSGA021883-PA.faa	-	BGIOSGA021883-PA	ONIVA06G04100.1	
BGIOSGA021878-PA.faa	-	BGIOSGA021878-PA	ONIVA06G04110.1	
ONIVA06G04020.1.faa	-	-	ONIVA06G04020.1	
ONIVA06G03700.1.faa	-	-	ONIVA06G03700.1	
ONIVA06G03680.1.faa	-	-	ONIVA06G03680.1	
ONIVA06G03610.1.faa	-	-	ONIVA06G03610.1	
ONIVA06G03590.1.faa	-	-	ONIVA06G03590.1	
ONIVA06G03570.1.faa	-	-	ONIVA06G03570.1	
ONIVA06G03550.1.faa	-	-	ONIVA06G03550.1	
ONIVA06G03490.1.faa	-	-	ONIVA06G03490.1	
BGIOSGA036655-PA.faa	-	BGIOSGA036655-PA	ONIVA06G03450.1	
ONIVA06G03400.1.faa	-	-	ONIVA06G03400.1	
ONIVA06G03210.1.faa	-	-	ONIVA06G03210.1	
ONIVA06G03180.1.faa	-	-	ONIVA06G03180.1	
BGIOSGA022596-PA.faa	-	BGIOSGA022596-PA	ONIVA06G03080.1	
ONIVA06G02490.1.faa	-	-	ONIVA06G02490.1	
ONIVA06G02410.1.faa	-	-	ONIVA06G02410.1	
ONIVA06G01800.1.faa	-	-	ONIVA06G01800.1	
ONIVA06G01750.1.faa	-	-	ONIVA06G01750.1	
ONIVA06G01670.1.faa	-	-	ONIVA06G01670.1	
ONIVA06G01210.1.faa	-	-	ONIVA06G01210.1	
BGIOSGA022072-PA.faa	-	BGIOSGA022072-PA	ONIVA06G01220.1	
BGIOSGA012150-PA.faa	-	BGIOSGA012150-PA	ONIVA06G01180.1	
ONIVA06G01130.1.faa	-	-	ONIVA06G01130.1	
ONIVA06G01110.1.faa	-	-	ONIVA06G01110.1	
ONIVA06G01090.1.faa	-	-	ONIVA06G01090.1	
BGIOSGA012143-PA.faa	-	BGIOSGA012143-PA	ONIVA06G01040.1	
ONIVA06G00990.1.faa	-	-	ONIVA06G00990.1	
ONIVA06G00950.1.faa	-	-	ONIVA06G00950.1	
ONIVA06G00910.1.faa	-	-	ONIVA06G00910.1	
ONIVA06G00010.3.faa	-	-	ONIVA06G00010.3	
ONIVA06G00020.1.faa	-	-	ONIVA06G00020.1	
BGIOSGA020584-PA.faa	-	BGIOSGA020584-PA	ONIVA06G29000.1	
BGIOSGA023554-PA.faa	-	BGIOSGA023554-PA	ONIVA06G28970.1	
BGIOSGA023269-PA.faa	-	BGIOSGA023269-PA	ONIVA06G24800.1	
BGIOSGA023270-PA.faa	-	BGIOSGA023270-PA	ONIVA06G24810.1	
BGIOSGA020886-PA.faa	-	BGIOSGA020886-PA	ONIVA06G24940.1	
BGIOSGA023271-PA.faa	-	BGIOSGA023271-PA	-	
BGIOSGA020915-PA.faa	-	BGIOSGA020915-PA	-	
BGIOSGA023234-PA.faa	-	BGIOSGA023234-PA	-	
BGIOSGA023233-PA.faa	-	BGIOSGA023233-PA	-	
BGIOSGA020917-PA.faa	-	BGIOSGA020917-PA	-	
BGIOSGA023078-PA.faa	-	BGIOSGA023078-PA	-	
BGIOSGA023028-PA.faa	-	BGIOSGA023028-PA	ONIVA06G20330.1	
BGIOSGA022998-PA.faa	-	BGIOSGA022998-PA	-	
BGIOSGA022999-PA.faa	-	BGIOSGA022999-PA	-	
BGIOSGA023000-PA.faa	-	BGIOSGA023000-PA	-	
BGIOSGA023001-PA.faa	-	BGIOSGA023001-PA	-	
BGIOSGA021166-PA.faa	-	BGIOSGA021166-PA	-	
BGIOSGA021170-PA.faa	-	BGIOSGA021170-PA,BGIOSGA021169-PA	ONIVA11G20580.1	
BGIOSGA021175-PA.faa	-	BGIOSGA021175-PA	ONIVA06G19200.1	
BGIOSGA021177-PA.faa	-	BGIOSGA021177-PA	ONIVA06G19160.1	
BGIOSGA021182-PA.faa	-	BGIOSGA021182-PA	-	
BGIOSGA021181-PA.faa	-	BGIOSGA021181-PA	-	
BGIOSGA022949-PA.faa	-	BGIOSGA022949-PA	-	
BGIOSGA022950-PA.faa	-	BGIOSGA022950-PA	-	
BGIOSGA021204-PA.faa	-	BGIOSGA021204-PA	-	
BGIOSGA022951-PA.faa	-	BGIOSGA022951-PA	ONIVA11G18970.1	
BGIOSGA021203-PA.faa	-	BGIOSGA021203-PA	-	
BGIOSGA022952-PA.faa	-	BGIOSGA022952-PA	-	
BGIOSGA022944-PA.faa	-	BGIOSGA022944-PA	ONIVA11G22460.1	
BGIOSGA021238-PA.faa	-	BGIOSGA021238-PA	-	
BGIOSGA021237-PA.faa	-	BGIOSGA021237-PA	-	
BGIOSGA021236-PA.faa	-	BGIOSGA021236-PA	-	
BGIOSGA022922-PA.faa	-	BGIOSGA022922-PA	ONIVA06G18010.1	
BGIOSGA021235-PA.faa	-	BGIOSGA021235-PA	ONIVA06G18040.1	
BGIOSGA022898-PA.faa	-	BGIOSGA022898-PA	-	
BGIOSGA021270-PA.faa	-	BGIOSGA021270-PA	ONIVA12G08740.1	
BGIOSGA021269-PA.faa	-	BGIOSGA021269-PA	-	
BGIOSGA021268-PA.faa	-	BGIOSGA021268-PA	-	
BGIOSGA022771-PA.faa	-	BGIOSGA022771-PA	ONIVA10G03550.1	
BGIOSGA021596-PA.faa	-	BGIOSGA021596-PA	-	
BGIOSGA021595-PA.faa	-	BGIOSGA021595-PA	-	
BGIOSGA022479-PA.faa	-	BGIOSGA022479-PA	-	
BGIOSGA021722-PA.faa	-	BGIOSGA021722-PA	-	
BGIOSGA022480-PA.faa	-	BGIOSGA022480-PA	ONIVA06G07230.1	
BGIOSGA021721-PA.faa	-	BGIOSGA021721-PA	-	
BGIOSGA022477-PA.faa	-	BGIOSGA022477-PA	-	
BGIOSGA021728-PA.faa	-	BGIOSGA021728-PA	-	
BGIOSGA021731-PA.faa	-	BGIOSGA021731-PA	-	
BGIOSGA021906-PA.faa	-	BGIOSGA021906-PA	-	
BGIOSGA021909-PA.faa	-	BGIOSGA021909-PA	-	
BGIOSGA022309-PA.faa	-	BGIOSGA022309-PA	-	
BGIOSGA022307-PA.faa	-	BGIOSGA022307-PA	ONIVA08G17350.1	
BGIOSGA021928-PA.faa	-	BGIOSGA021928-PA	ONIVA11G21420.1	
BGIOSGA021929-PA.faa	-	BGIOSGA021929-PA	ONIVA11G21450.1	
BGIOSGA021932-PA.faa	-	BGIOSGA021932-PA	ONIVA11G21510.1	
BGIOSGA022035-PA.faa	-	BGIOSGA022035-PA	-	
BGIOSGA022207-PA.faa	-	BGIOSGA022207-PA	ONIVA06G19940.1	
BGIOSGA022178-PA.faa	-	BGIOSGA022178-PA	-	
BGIOSGA022070-PA.faa	-	BGIOSGA022070-PA	-	
BGIOSGA022082-PA.faa	-	BGIOSGA022082-PA	-	
BGIOSGA022140-PA.faa	-	BGIOSGA022140-PA	-	
BGIOSGA022118-PA.faa	-	BGIOSGA022118-PA	-	
Os06t0100550-00.faa	Os06t0100550-00	-	-	
Os06t0100700-00.faa	Os06t0100700-00	-	-	
Os06t0101000-01.faa	Os06t0101000-01	BGIOSGA022119-PA	ONIVA06G00030.1	
ONIVA06G00040.1.faa	-	-	ONIVA06G00040.1	
BGIOSGA022120-PA.faa	-	BGIOSGA022120-PA	-	
Os06t0101100-01.faa	Os06t0101100-01	-	-	
Os06t0101300-01.faa	Os06t0101300-01	BGIOSGA022121-PA	ONIVA06G00050.1	
Os06t0101600-01.faa	Os06t0101600-01	BGIOSGA022117-PA	ONIVA06G00060.1	
ONIVA06G00070.2.faa	-	-	ONIVA06G00070.2	
Os06t0101800-01.faa	Os06t0101800-01	BGIOSGA022116-PA	ONIVA06G00080.3	
BGIOSGA022115-PA.faa	-	BGIOSGA022115-PA	-	
Os06t0102100-01.faa	Os06t0102100-01	BGIOSGA022122-PA	ONIVA06G00090.1	
BGIOSGA022124-PA.faa	-	BGIOSGA022124-PA	ONIVA06G00100.1	
Os06t0102200-00.faa	Os06t0102200-00	-	-	
Os06t0102300-03.faa	Os06t0102300-03	BGIOSGA022123-PA	-	
BGIOSGA022114-PA.faa	-	BGIOSGA022114-PA	-	
BGIOSGA022124-PA.faa	-	BGIOSGA022124-PA	ONIVA06G00100.1	
Os06t0102600-01.faa	Os06t0102600-01	-	-	
Os06t0102700-01.faa	Os06t0102700-01	BGIOSGA022125-PA	ONIVA06G00110.1	
Os06t0102725-00.faa	Os06t0102725-00	-	-	
Os06t0102750-00.faa	Os06t0102750-00	BGIOSGA022126-PA	-	
Os06t0102800-01.faa	Os06t0102800-01	-	-	
Os06t0102900-01.faa	Os06t0102900-01	BGIOSGA022127-PA	ONIVA06G00120.2	
BGIOSGA022128-PA.faa	-	BGIOSGA022128-PA	ONIVA06G00130.1	
BGIOSGA022128-PA.faa	-	BGIOSGA022128-PA	ONIVA06G00130.1	
Os06t0103100-01.faa	Os06t0103100-01	-	-	
Os06t0103200-01.faa	Os06t0103200-01	BGIOSGA022129-PA	ONIVA06G00140.1	
Os06t0103300-01.faa	Os06t0103300-01	BGIOSGA022113-PA	ONIVA06G00150.1	
ONIVA06G00160.1.faa	-	-	ONIVA06G00160.1	
ONIVA06G00170.1.faa	-	-	ONIVA06G00170.1	
Os06t0103400-02.faa	Os06t0103400-02	BGIOSGA022112-PA	-	
Os06t0103500-01.faa	Os06t0103500-01	BGIOSGA022130-PA	ONIVA06G00180.1	
Os06t0103600-01.faa	Os06t0103600-01	BGIOSGA022131-PA	ONIVA06G00190.1	
Os06t0103700-01.faa	Os06t0103700-01	BGIOSGA022111-PA	ONIVA06G00200.2	
BGIOSGA022132-PA.faa	-	BGIOSGA022132-PA	-	
Os06t0103800-01.faa	Os06t0103800-01	BGIOSGA022133-PA	ONIVA06G00210.2	
Os06t0103900-01.faa	Os06t0103900-01	BGIOSGA022110-PA	ONIVA06G00220.1	
Os06t0103950-00.faa	Os06t0103950-00	-	-	
Os06t0104000-01.faa	Os06t0104000-01	BGIOSGA022109-PA	ONIVA06G00230.1	
Os06t0104100-01.faa	Os06t0104100-01	BGIOSGA022134-PA	ONIVA06G00240.3	
ONIVA06G00250.1.faa	-	-	ONIVA06G00250.1	
Os06t0104200-01.faa	Os06t0104200-01	BGIOSGA022108-PA	ONIVA06G00260.1	
Os06t0104300-01.faa	Os06t0104300-01	BGIOSGA022107-PA	ONIVA06G00270.1	
Os06t0104400-01.faa	Os06t0104400-01	BGIOSGA022106-PA	ONIVA06G00280.1	
Os06t0104800-00.faa	Os06t0104800-00	BGIOSGA022135-PA	ONIVA06G00290.1	
BGIOSGA022136-PA.faa	-	BGIOSGA022136-PA	-	
BGIOSGA022105-PA.faa	-	BGIOSGA022105-PA	-	
BGIOSGA022137-PA.faa	-	BGIOSGA022137-PA	-	
Os06t0104900-01.faa	Os06t0104900-01	BGIOSGA022104-PA,BGIOSGA022103-PA	ONIVA06G00350.1	
Os06t0105100-00.faa	Os06t0105100-00	BGIOSGA022138-PA	ONIVA06G00300.1	
ONIVA06G00310.1.faa	-	-	ONIVA06G00310.1	
Os06t0105300-01.faa	Os06t0105300-01	-	-	
Os06t0105350-01.faa	Os06t0105350-01	BGIOSGA022141-PA	ONIVA06G00320.1	
Os06t0105400-02.faa	Os06t0105400-02	BGIOSGA022101-PA	ONIVA06G00330.1	
Os06t0105500-01.faa	Os06t0105500-01	BGIOSGA022142-PA	ONIVA06G00340.1	
Os06t0105600-01.faa	Os06t0105600-01	BGIOSGA022100-PA	ONIVA06G00360.4	
Os06t0105700-01.faa	Os06t0105700-01	BGIOSGA022099-PA	ONIVA06G00370.1	
Os06t0105800-02.faa	Os06t0105800-02	-	ONIVA06G00380.1	
ONIVA06G00390.1.faa	-	-	ONIVA06G00390.1	
Os06t0105900-01.faa	Os06t0105900-01	BGIOSGA022143-PA	ONIVA06G00400.2	
Os06t0106000-01.faa	Os06t0106000-01	BGIOSGA022145-PA,BGIOSGA022144-PA	ONIVA06G00410.1	
BGIOSGA022098-PA.faa	-	BGIOSGA022098-PA	-	
Os06t0106100-01.faa	Os06t0106100-01	BGIOSGA022097-PA	ONIVA06G00420.1	
ONIVA06G00430.1.faa	-	-	ONIVA06G00430.1	
BGIOSGA022146-PA.faa	-	BGIOSGA022146-PA	-	
BGIOSGA022147-PA.faa	-	BGIOSGA022147-PA	-	
BGIOSGA022148-PA.faa	-	BGIOSGA022148-PA	-	
BGIOSGA022096-PA.faa	-	BGIOSGA022096-PA	-	
Os06t0106500-01.faa	Os06t0106500-01	-	-	
Os06t0106800-01.faa	Os06t0106800-01	BGIOSGA022095-PA	ONIVA06G00440.1	
Os06t0106900-01.faa	Os06t0106900-01	BGIOSGA022094-PA	ONIVA06G00450.1	
BGIOSGA022093-PA.faa	-	BGIOSGA022093-PA	-	
BGIOSGA022149-PA.faa	-	BGIOSGA022149-PA	-	
Os06t0107000-01.faa	Os06t0107000-01	BGIOSGA022150-PA	ONIVA06G00460.1	
Os06t0107100-02.faa	Os06t0107100-02	BGIOSGA022151-PA	ONIVA06G00470.2	
Os06t0107266-00.faa	Os06t0107266-00	BGIOSGA022092-PA	-	
BGIOSGA022152-PA.faa	-	BGIOSGA022152-PA	-	
Os06t0107600-01.faa	Os06t0107600-01	BGIOSGA022153-PA	ONIVA06G00480.1	
Os06t0107650-00.faa	Os06t0107650-00	-	-	
Os06t0107700-01.faa	Os06t0107700-01	BGIOSGA022091-PA	ONIVA06G00490.1	
Os06t0107750-00.faa	Os06t0107750-00	-	-	
Os06t0107800-02.faa	Os06t0107800-02	BGIOSGA022089-PA,BGIOSGA022090-PA	ONIVA06G00500.1	
ONIVA06G00510.1.faa	-	-	ONIVA06G00510.1	
ONIVA06G00520.2.faa	-	-	ONIVA06G00520.2	
Os06t0108500-01.faa	Os06t0108500-01	BGIOSGA022154-PA	ONIVA06G00530.1	
Os06t0108600-00.faa	Os06t0108600-00	BGIOSGA022088-PA	ONIVA06G00540.1	
BGIOSGA022087-PA.faa	-	BGIOSGA022087-PA	-	
BGIOSGA022155-PA.faa	-	BGIOSGA022155-PA	-	
BGIOSGA022156-PA.faa	-	BGIOSGA022156-PA	ONIVA10G16030.1	
BGIOSGA022157-PA.faa	-	BGIOSGA022157-PA	-	
Os06t0108751-00.faa	Os06t0108751-00	-	-	
Os06t0108900-02.faa	Os06t0108900-02	BGIOSGA022158-PA	ONIVA06G00550.1	
Os06t0109000-00.faa	Os06t0109000-00	BGIOSGA022086-PA	ONIVA06G00560.1	
Os06t0109100-00.faa	Os06t0109100-00	BGIOSGA022085-PA	ONIVA06G00570.1	
Os06t0109200-01.faa	Os06t0109200-01	BGIOSGA022159-PA	-	
Os06t0109300-01.faa	Os06t0109300-01	BGIOSGA022160-PA	ONIVA06G00580.1	
ONIVA06G00590.1.faa	-	-	ONIVA06G00590.1	
